University_uni,Faculty,Department,City,Type,Founded_Year_clean,University_clean,Stream,College Type,University_stream,Minimum Absolute Score,Minimum Percentage (%),Stream_Type
alexandria university,Faculty of Mass Communication,Public Relations,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Mass Communication,Advertising,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Mass Communication,Advertising,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Mass Communication,Advertising,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Nursing,Medical-Surgical Nursing,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Nursing,Medical-Surgical Nursing,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Nursing,Medical-Surgical Nursing,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Nursing,Pediatric Nursing,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Nursing,Pediatric Nursing,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Nursing,Pediatric Nursing,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Nursing,Psychiatric Nursing,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Nursing,Psychiatric Nursing,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Nursing,Psychiatric Nursing,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Physiotherapy,Orthopedics,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Physiotherapy,Orthopedics,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Physiotherapy,Orthopedics,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Physiotherapy,Neurology,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Physiotherapy,Neurology,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Physiotherapy,Neurology,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Physiotherapy,Cardiopulmonary,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Physiotherapy,Cardiopulmonary,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Physiotherapy,Cardiopulmonary,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Physiotherapy,Pediatrics,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Physiotherapy,Pediatrics,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Physiotherapy,Pediatrics,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Oral and Dental Medicine,Conservative Dentistry,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Oral and Dental Medicine,Conservative Dentistry,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Oral and Dental Medicine,Conservative Dentistry,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Oral and Dental Medicine,Orthodontics,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Oral and Dental Medicine,Orthodontics,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Oral and Dental Medicine,Orthodontics,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Oral and Dental Medicine,Oral Surgery,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Oral and Dental Medicine,Oral Surgery,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Oral and Dental Medicine,Oral Surgery,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Oral and Dental Medicine,Periodontology,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Oral and Dental Medicine,Periodontology,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Oral and Dental Medicine,Periodontology,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Veterinary Medicine,Anatomy,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Veterinary Medicine,Anatomy,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Veterinary Medicine,Anatomy,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Veterinary Medicine,Physiology,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Veterinary Medicine,Physiology,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Veterinary Medicine,Physiology,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Veterinary Medicine,Pathology,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Veterinary Medicine,Pathology,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Veterinary Medicine,Pathology,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Veterinary Medicine,Surgery,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Veterinary Medicine,Surgery,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Veterinary Medicine,Surgery,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Veterinary Medicine,Public Health,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Veterinary Medicine,Public Health,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Veterinary Medicine,Public Health,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Dar El-Ulum,Islamic Studies,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Dar El-Ulum,Islamic Studies,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Dar El-Ulum,Islamic Studies,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Dar El-Ulum,Arabic Language,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Dar El-Ulum,Arabic Language,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Dar El-Ulum,Arabic Language,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Dar El-Ulum,Quran Sciences,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Dar El-Ulum,Quran Sciences,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Dar El-Ulum,Quran Sciences,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Dar El-Ulum,Theology,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Dar El-Ulum,Theology,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Dar El-Ulum,Theology,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Kindergarten,Early Childhood Education,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Kindergarten,Early Childhood Education,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Kindergarten,Early Childhood Education,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Kindergarten,Child Psychology,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Kindergarten,Child Psychology,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Kindergarten,Child Psychology,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
alexandria university,Faculty of Kindergarten,Curriculum Development,Alexandria,Public,1938,alexandria university,Science-Math,Medicine (Medicine),Alexandria University,396.0,96.6,Science
alexandria university,Faculty of Kindergarten,Curriculum Development,Alexandria,Public,1938,alexandria university,Science-Science,Dentistry (Dentistry),Alexandria University,388.0,94.6,Science
alexandria university,Faculty of Kindergarten,Curriculum Development,Alexandria,Public,1938,alexandria university,Literary,Law (),Alexandria University,268.0,70.5,Literary
assiut university,Faculty of Medicine,Internal Medicine,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Medicine,Surgery,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Medicine,Pediatrics,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Medicine,Obstetrics & Gynecology,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Medicine,Pharmacology,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Medicine,Anatomy,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Engineering,Civil Engineering,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Engineering,Mechanical Engineering,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Engineering,Electrical Engineering,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Engineering,Architecture,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Engineering,Computer Engineering,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Science,Mathematics,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Science,Physics,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Science,Chemistry,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Science,Geology,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Science,Botany,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Science,Zoology,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Agriculture,Agronomy,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Agriculture,Horticulture,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Agriculture,Animal Production,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Agriculture,Soil Science,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Agriculture,Plant Pathology,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Commerce,Accounting,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Commerce,Business Administration,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Commerce,Economics,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Commerce,Statistics,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Law,Public Law,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Law,Private Law,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Law,International Law,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Law,Criminal Law,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Arts,English Language & Literature,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Arts,Arabic,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Arts,History,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Arts,Philosophy,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Arts,Psychology,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Pharmacy,Pharmaceutical Chemistry,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Pharmacy,Pharmacology,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Pharmacy,Pharmaceutics,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Pharmacy,Microbiology,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Computers and Information,Computer Science,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Computers and Information,Information Systems,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Computers and Information,Software Engineering,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Mass Communication,Journalism,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Mass Communication,Radio & TV,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Mass Communication,Public Relations,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Mass Communication,Advertising,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Nursing,Medical-Surgical Nursing,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Nursing,Pediatric Nursing,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Nursing,Psychiatric Nursing,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Physiotherapy,Orthopedics,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Physiotherapy,Neurology,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Physiotherapy,Cardiopulmonary,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Physiotherapy,Pediatrics,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Oral and Dental Medicine,Conservative Dentistry,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Oral and Dental Medicine,Orthodontics,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Oral and Dental Medicine,Oral Surgery,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Oral and Dental Medicine,Periodontology,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Veterinary Medicine,Anatomy,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Veterinary Medicine,Physiology,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Veterinary Medicine,Pathology,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Veterinary Medicine,Surgery,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Veterinary Medicine,Public Health,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Dar El-Ulum,Islamic Studies,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Dar El-Ulum,Arabic Language,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Dar El-Ulum,Quran Sciences,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Dar El-Ulum,Theology,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Kindergarten,Early Childhood Education,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Kindergarten,Child Psychology,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
assiut university,Faculty of Kindergarten,Curriculum Development,Asyut,Public,1957,assiut university,Science-Math,Dentistry (Dentistry),Assiut University,390.0,95.1,Science
beni-suef university,Faculty of Medicine,Internal Medicine,Beni-Suef,Public,2005,beni-suef university,Science-Science,Agriculture (Agriculture),Beni-Suef University,298.0,72.7,Science
beni-suef university,Faculty of Medicine,Internal Medicine,Beni-Suef,Public,2005,beni-suef university,Literary,Physical Education (),Beni-Suef University,220.0,57.9,Literary
beni-suef university,Faculty of Medicine,Surgery,Beni-Suef,Public,2005,beni-suef university,Science-Science,Agriculture (Agriculture),Beni-Suef University,298.0,72.7,Science
beni-suef university,Faculty of Medicine,Surgery,Beni-Suef,Public,2005,beni-suef university,Literary,Physical Education (),Beni-Suef University,220.0,57.9,Literary
beni-suef university,Faculty of Medicine,Pediatrics,Beni-Suef,Public,2005,beni-suef university,Science-Science,Agriculture (Agriculture),Beni-Suef University,298.0,72.7,Science
beni-suef university,Faculty of Medicine,Pediatrics,Beni-Suef,Public,2005,beni-suef university,Literary,Physical Education (),Beni-Suef University,220.0,57.9,Literary
beni-suef university,Faculty of Medicine,Obstetrics & Gynecology,Beni-Suef,Public,2005,beni-suef university,Science-Science,Agriculture (Agriculture),Beni-Suef University,298.0,72.7,Science
beni-suef university,Faculty of Medicine,Obstetrics & Gynecology,Beni-Suef,Public,2005,beni-suef university,Literary,Physical Education (),Beni-Suef University,220.0,57.9,Literary
beni-suef university,Faculty of Medicine,Pharmacology,Beni-Suef,Public,2005,beni-suef university,Science-Science,Agriculture (Agriculture),Beni-Suef University,298.0,72.7,Science
beni-suef university,Faculty of Medicine,Pharmacology,Beni-Suef,Public,2005,beni-suef university,Literary,Physical Education (),Beni-Suef University,220.0,57.9,Literary
beni-suef university,Faculty of Medicine,Anatomy,Beni-Suef,Public,2005,beni-suef university,Science-Science,Agriculture (Agriculture),Beni-Suef University,298.0,72.7,Science
beni-suef university,Faculty of Medicine,Anatomy,Beni-Suef,Public,2005,beni-suef university,Literary,Physical Education (),Beni-Suef University,220.0,57.9,Literary
beni-suef university,Faculty of Engineering,Civil Engineering,Beni-Suef,Public,2005,beni-suef university,Science-Science,Agriculture (Agriculture),Beni-Suef University,298.0,72.7,Science
beni-suef university,Faculty of Engineering,Civil Engineering,Beni-Suef,Public,2005,beni-suef university,Literary,Physical Education (),Beni-Suef University,220.0,57.9,Literary
beni-suef university,Faculty of Engineering,Mechanical Engineering,Beni-Suef,Public,2005,beni-suef university,Science-Science,Agriculture (Agriculture),Beni-Suef University,298.0,72.7,Science
beni-suef university,Faculty of Engineering,Mechanical Engineering,Beni-Suef,Public,2005,beni-suef university,Literary,Physical Education (),Beni-Suef University,220.0,57.9,Literary
beni-suef university,Faculty of Engineering,Electrical Engineering,Beni-Suef,Public,2005,beni-suef university,Science-Science,Agriculture (Agriculture),Beni-Suef University,298.0,72.7,Science
beni-suef university,Faculty of Engineering,Electrical Engineering,Beni-Suef,Public,2005,beni-suef university,Literary,Physical Education (),Beni-Suef University,220.0,57.9,Literary
beni-suef university,Faculty of Engineering,Architecture,Beni-Suef,Public,2005,beni-suef university,Science-Science,Agriculture (Agriculture),Beni-Suef University,298.0,72.7,Science
beni-suef university,Faculty of Engineering,Architecture,Beni-Suef,Public,2005,beni-suef university,Literary,Physical Education (),Beni-Suef University,220.0,57.9,Literary
beni-suef university,Faculty of Engineering,Computer Engineering,Beni-Suef,Public,2005,beni-suef university,Science-Science,Agriculture (Agriculture),Beni-Suef University,298.0,72.7,Science
beni-suef university,Faculty of Engineering,Computer Engineering,Beni-Suef,Public,2005,beni-suef university,Literary,Physical Education (),Beni-Suef University,220.0,57.9,Literary
beni-suef university,Faculty of Science,Mathematics,Beni-Suef,Public,2005,beni-suef university,Science-Science,Agriculture (Agriculture),Beni-Suef University,298.0,72.7,Science
beni-suef university,Faculty of Science,Mathematics,Beni-Suef,Public,2005,beni-suef university,Literary,Physical Education (),Beni-Suef University,220.0,57.9,Literary
beni-suef university,Faculty of Science,Physics,Beni-Suef,Public,2005,beni-suef university,Science-Science,Agriculture (Agriculture),Beni-Suef University,298.0,72.7,Science
beni-suef university,Faculty of Science,Physics,Beni-Suef,Public,2005,beni-suef university,Literary,Physical Education (),Beni-Suef University,220.0,57.9,Literary
beni-suef university,Faculty of Science,Chemistry,Beni-Suef,Public,2005,beni-suef university,Science-Science,Agriculture (Agriculture),Beni-Suef University,298.0,72.7,Science
beni-suef university,Faculty of Science,Chemistry,Beni-Suef,Public,2005,beni-suef university,Literary,Physical Education (),Beni-Suef University,220.0,57.9,Literary
beni-suef university,Faculty of Science,Geology,Beni-Suef,Public,2005,beni-suef university,Science-Science,Agriculture (Agriculture),Beni-Suef University,298.0,72.7,Science
beni-suef university,Faculty of Science,Geology,Beni-Suef,Public,2005,beni-suef university,Literary,Physical Education (),Beni-Suef University,220.0,57.9,Literary
beni-suef university,Faculty of Science,Botany,Beni-Suef,Public,2005,beni-suef university,Science-Science,Agriculture (Agriculture),Beni-Suef University,298.0,72.7,Science
beni-suef university,Faculty of Science,Botany,Beni-Suef,Public,2005,beni-suef university,Literary,Physical Education (),Beni-Suef University,220.0,57.9,Literary
beni-suef university,Faculty of Science,Zoology,Beni-Suef,Public,2005,beni-suef university,Science-Science,Agriculture (Agriculture),Beni-Suef University,298.0,72.7,Science
beni-suef university,Faculty of Science,Zoology,Beni-Suef,Public,2005,beni-suef university,Literary,Physical Education (),Beni-Suef University,220.0,57.9,Literary
beni-suef university,Faculty of Agriculture,Agronomy,Beni-Suef,Public,2005,beni-suef university,Science-Science,Agriculture (Agriculture),Beni-Suef University,298.0,72.7,Science
beni-suef university,Faculty of Agriculture,Agronomy,Beni-Suef,Public,2005,beni-suef university,Literary,Physical Education (),Beni-Suef University,220.0,57.9,Literary
beni-suef university,Faculty of Agriculture,Horticulture,Beni-Suef,Public,2005,beni-suef university,Science-Science,Agriculture (Agriculture),Beni-Suef University,298.0,72.7,Science
beni-suef university,Faculty of Agriculture,Horticulture,Beni-Suef,Public,2005,beni-suef university,Literary,Physical Education (),Beni-Suef University,220.0,57.9,Literary
beni-suef university,Faculty of Agriculture,Animal Production,Beni-Suef,Public,2005,beni-suef university,Science-Science,Agriculture (Agriculture),Beni-Suef University,298.0,72.7,Science
